date,open,high,low,close,volume
2016-07-15 00:00:00+05:30,513.95,518.9,510.2,516.4,1004156
2016-07-18 00:00:00+05:30,517.05,517.3,505.3,506.95,1459230
2016-07-19 00:00:00+05:30,507.0,510.4,500.55,505.8,1027246
2016-07-20 00:00:00+05:30,507.45,519.4,505.25,517.85,3584904
2016-07-21 00:00:00+05:30,522.5,526.95,514.0,515.85,2274652
2016-07-22 00:00:00+05:30,516.0,522.9,512.35,520.4,1188747
2016-07-25 00:00:00+05:30,514.05,526.5,513.0,524.6,1337348
2016-07-26 00:00:00+05:30,527.5,530.15,521.75,523.55,2105457
2016-07-27 00:00:00+05:30,523.0,529.15,516.95,523.15,894972
2016-07-28 00:00:00+05:30,523.9,527.95,519.0,520.65,1347889
2016-07-29 00:00:00+05:30,522.4,535.5,520.0,527.4,1785352
2016-08-01 00:00:00+05:30,528.8,535.0,521.5,524.05,955999
2016-08-02 00:00:00+05:30,525.1,529.95,516.2,517.9,1009436
2016-08-03 00:00:00+05:30,517.0,534.9,515.3,529.45,1846161
2016-08-04 00:00:00+05:30,531.2,534.0,523.0,526.95,1564658
2016-08-05 00:00:00+05:30,530.9,534.6,527.25,533.25,699384
2016-08-08 00:00:00+05:30,533.9,541.2,531.95,535.4,852842
2016-08-09 00:00:00+05:30,537.8,540.0,530.15,532.95,886532
2016-08-10 00:00:00+05:30,532.5,533.95,519.5,521.25,809814
2016-08-11 00:00:00+05:30,521.5,525.5,517.9,523.95,761596
2016-08-12 00:00:00+05:30,524.0,526.4,512.1,515.95,2124886
2016-08-16 00:00:00+05:30,510.2,557.55,510.2,554.15,8817547
2016-08-17 00:00:00+05:30,552.0,564.0,547.2,549.85,3819727
2016-08-18 00:00:00+05:30,553.7,557.5,548.0,552.65,1434412
2016-08-19 00:00:00+05:30,552.85,560.55,552.5,556.8,1598177
2016-08-22 00:00:00+05:30,557.0,564.9,552.3,557.6,1218782
2016-08-23 00:00:00+05:30,557.6,557.75,552.05,555.65,874783
2016-08-24 00:00:00+05:30,559.8,572.0,553.85,567.2,2340210
2016-08-25 00:00:00+05:30,570.0,574.55,560.0,562.9,3471437
2016-08-26 00:00:00+05:30,567.5,571.7,562.35,567.25,2196070
2016-08-29 00:00:00+05:30,568.3,570.35,562.9,568.0,1085860
2016-08-30 00:00:00+05:30,570.0,581.45,567.7,576.1,1075723
2016-08-31 00:00:00+05:30,581.05,587.5,570.0,572.95,3596264
2016-09-01 00:00:00+05:30,575.0,581.3,571.0,579.15,960422
2016-09-02 00:00:00+05:30,580.3,581.1,571.5,577.95,880437
2016-09-06 00:00:00+05:30,585.0,586.3,576.0,578.6,1189215
2016-09-07 00:00:00+05:30,580.05,585.95,575.1,580.75,1786522
2016-09-08 00:00:00+05:30,581.2,598.4,581.2,595.15,1573263
2016-09-09 00:00:00+05:30,595.1,595.6,578.0,580.5,1513978
2016-09-12 00:00:00+05:30,572.2,579.2,562.3,570.1,1296182
2016-09-14 00:00:00+05:30,570.0,583.7,569.8,577.5,1579482
2016-09-15 00:00:00+05:30,579.0,591.0,576.85,585.4,1294197
2016-09-16 00:00:00+05:30,587.1,596.0,586.1,593.55,2145891
2016-09-19 00:00:00+05:30,594.9,600.0,593.25,597.8,1213754
2016-09-20 00:00:00+05:30,598.7,607.5,596.0,602.85,2209606
2016-09-21 00:00:00+05:30,602.85,607.0,597.1,601.35,1578461
2016-09-22 00:00:00+05:30,605.0,610.95,603.9,609.1,1926725
2016-09-23 00:00:00+05:30,609.0,617.8,604.7,611.55,1225528
2016-09-26 00:00:00+05:30,609.0,615.0,603.0,604.5,1796225
2016-09-27 00:00:00+05:30,604.0,610.3,601.85,607.2,1443938
2016-09-28 00:00:00+05:30,608.7,612.4,602.25,605.8,1561039
2016-09-29 00:00:00+05:30,608.0,611.0,585.75,602.85,2252434
2016-09-30 00:00:00+05:30,601.85,603.9,562.25,580.05,6967821
2016-10-03 00:00:00+05:30,584.7,591.7,582.2,588.85,1146677
2016-10-04 00:00:00+05:30,590.3,603.85,590.3,597.8,1656807
2016-10-05 00:00:00+05:30,600.0,600.15,590.0,591.65,961556
2016-10-06 00:00:00+05:30,592.5,596.8,576.85,578.8,1504743
2016-10-07 00:00:00+05:30,578.85,583.4,566.5,570.05,1317543
2016-10-10 00:00:00+05:30,570.25,584.4,570.25,580.65,929998
2016-10-13 00:00:00+05:30,596.95,599.0,580.5,582.0,3834775
2016-10-14 00:00:00+05:30,584.75,590.0,583.0,587.0,1054501
2016-10-17 00:00:00+05:30,589.0,592.05,583.65,586.0,1344977
2016-10-18 00:00:00+05:30,587.0,594.0,582.25,592.75,1213156
2016-10-19 00:00:00+05:30,591.2,598.8,591.2,596.35,1001409
2016-10-20 00:00:00+05:30,596.5,600.5,593.8,596.6,913371
2016-10-21 00:00:00+05:30,597.5,597.5,570.0,583.25,1792780
2016-10-24 00:00:00+05:30,585.0,594.4,582.0,584.7,992033
2016-10-25 00:00:00+05:30,586.0,594.5,582.7,584.5,831989
2016-10-26 00:00:00+05:30,583.0,584.9,575.15,577.65,814132
2016-10-27 00:00:00+05:30,578.0,588.0,570.5,585.75,779140
2016-10-28 00:00:00+05:30,585.5,586.85,573.7,575.15,911117
2016-10-30 00:00:00+05:30,578.65,580.6,575.4,578.75,104038
2016-11-01 00:00:00+05:30,579.45,579.45,570.1,571.75,880843
2016-11-02 00:00:00+05:30,569.95,569.95,557.55,560.1,806345
2016-11-03 00:00:00+05:30,556.0,563.8,556.0,560.0,701598
2016-11-04 00:00:00+05:30,556.1,565.5,538.0,544.7,1517311
2016-11-07 00:00:00+05:30,549.5,555.75,544.0,545.75,939497
2016-11-08 00:00:00+05:30,549.7,550.9,530.2,535.3,1015538
2016-11-09 00:00:00+05:30,512.1,532.0,486.55,526.3,3810958
2016-11-10 00:00:00+05:30,545.0,568.0,545.0,563.7,3982787
2016-11-11 00:00:00+05:30,559.7,564.0,545.25,547.95,1232505
2016-11-15 00:00:00+05:30,547.6,561.05,528.6,552.4,1505372
2016-11-16 00:00:00+05:30,562.0,564.85,535.5,538.15,1169205
2016-11-17 00:00:00+05:30,539.0,549.35,536.1,545.7,924167
2016-11-18 00:00:00+05:30,541.2,555.65,541.2,550.95,1214083
2016-11-21 00:00:00+05:30,550.0,555.35,542.1,545.1,1056778
2016-11-22 00:00:00+05:30,547.1,559.35,543.5,550.5,1300502
2016-11-23 00:00:00+05:30,554.9,559.4,547.15,552.8,1520986
2016-11-24 00:00:00+05:30,551.4,558.3,545.05,553.65,1816603
2016-11-25 00:00:00+05:30,557.0,569.95,548.5,565.05,1022658
2016-11-28 00:00:00+05:30,569.3,577.0,568.05,570.55,1224023
2016-11-29 00:00:00+05:30,573.0,573.95,564.3,569.15,832424
2016-11-30 00:00:00+05:30,570.0,573.25,563.5,566.6,1366319
2016-12-01 00:00:00+05:30,567.0,579.85,566.1,568.2,1064251
2016-12-02 00:00:00+05:30,566.0,573.9,566.0,571.2,984594
2016-12-05 00:00:00+05:30,573.5,581.4,571.35,573.0,1158108
2016-12-06 00:00:00+05:30,575.0,580.45,570.95,574.85,779936
2016-12-07 00:00:00+05:30,577.45,577.6,569.4,570.85,694556
2016-12-08 00:00:00+05:30,573.5,583.9,570.2,582.75,1177494
2016-12-09 00:00:00+05:30,586.0,586.0,576.45,578.9,539344
2016-12-12 00:00:00+05:30,576.4,582.0,572.6,574.8,848042
2016-12-13 00:00:00+05:30,574.1,581.2,570.5,578.85,553306
2016-12-14 00:00:00+05:30,579.0,579.65,564.25,568.0,585671
2016-12-15 00:00:00+05:30,568.0,576.55,559.1,563.15,1032429
2016-12-16 00:00:00+05:30,562.9,569.9,561.35,566.2,665505
2016-12-19 00:00:00+05:30,565.0,574.5,561.4,569.15,997716
2016-12-20 00:00:00+05:30,572.85,573.8,562.0,563.1,873053
2016-12-21 00:00:00+05:30,565.0,567.4,561.9,562.8,743830
2016-12-22 00:00:00+05:30,562.3,565.95,560.0,561.4,1870565
2016-12-23 00:00:00+05:30,561.0,589.15,552.0,582.3,2585856
2016-12-26 00:00:00+05:30,581.3,581.3,548.1,554.95,2106357
2016-12-27 00:00:00+05:30,559.0,566.2,555.15,563.65,1063407
2016-12-28 00:00:00+05:30,567.0,572.0,560.8,562.4,743252
2016-12-29 00:00:00+05:30,563.1,569.0,562.75,564.85,985947
2016-12-30 00:00:00+05:30,565.6,573.45,565.6,568.8,673901
2017-01-02 00:00:00+05:30,569.75,572.45,563.25,566.0,520139
2017-01-03 00:00:00+05:30,566.8,576.8,562.0,573.65,626867
2017-01-04 00:00:00+05:30,572.95,576.0,567.5,568.25,729355
2017-01-05 00:00:00+05:30,570.2,581.5,569.3,579.85,919562
2017-01-06 00:00:00+05:30,580.05,591.0,577.2,582.85,851729
2017-01-09 00:00:00+05:30,583.55,588.95,574.9,576.7,545949
2017-01-10 00:00:00+05:30,577.5,582.9,573.6,574.9,430654
2017-01-11 00:00:00+05:30,576.95,579.0,569.5,576.95,543706
2017-01-12 00:00:00+05:30,573.95,587.8,567.3,586.25,1086059
2017-01-13 00:00:00+05:30,587.0,589.1,579.45,583.4,557024
2017-01-16 00:00:00+05:30,577.4,592.0,577.4,588.8,634510
2017-01-17 00:00:00+05:30,590.5,592.0,581.2,587.25,737937
2017-01-18 00:00:00+05:30,588.8,593.4,577.35,580.8,591422
2017-01-19 00:00:00+05:30,582.3,587.4,573.35,580.35,772657
2017-01-20 00:00:00+05:30,583.8,592.5,574.4,577.6,1100568
2017-01-23 00:00:00+05:30,574.45,583.45,573.0,575.75,1197343
2017-01-24 00:00:00+05:30,574.7,581.3,574.1,579.9,527089
2017-01-25 00:00:00+05:30,581.25,588.85,577.65,585.65,888914
2017-01-27 00:00:00+05:30,584.7,591.4,579.45,580.15,622149
2017-01-30 00:00:00+05:30,578.7,584.55,577.15,582.25,589553
2017-01-31 00:00:00+05:30,581.55,583.0,572.6,575.35,712955
2017-02-01 00:00:00+05:30,573.0,579.25,566.3,572.15,873328
2017-02-02 00:00:00+05:30,575.0,587.0,567.05,584.35,1033116
2017-02-03 00:00:00+05:30,584.3,611.5,580.4,607.9,2491068
2017-02-06 00:00:00+05:30,610.35,621.25,599.1,601.6,2513820
2017-02-07 00:00:00+05:30,601.8,608.0,594.6,597.55,1084820
2017-02-08 00:00:00+05:30,600.0,609.0,597.75,603.2,2122225
2017-02-09 00:00:00+05:30,611.0,611.55,584.45,587.65,4192748
2017-02-10 00:00:00+05:30,592.0,593.75,576.8,579.95,1485266
2017-02-13 00:00:00+05:30,582.7,585.4,576.05,582.65,946922
2017-02-14 00:00:00+05:30,582.0,586.6,574.1,576.05,816754
2017-02-15 00:00:00+05:30,577.5,578.65,571.15,574.25,1441907
2017-02-16 00:00:00+05:30,575.0,585.4,574.5,584.6,1156826
2017-02-17 00:00:00+05:30,585.9,596.45,580.65,593.25,1209276
2017-02-20 00:00:00+05:30,593.2,597.75,582.0,592.75,1008015
2017-02-21 00:00:00+05:30,591.9,595.0,588.5,593.1,712028
2017-02-22 00:00:00+05:30,592.2,592.9,586.0,589.25,942703
2017-02-23 00:00:00+05:30,589.3,594.2,586.05,592.4,1263865
2017-02-27 00:00:00+05:30,592.0,594.9,581.35,585.25,867683
2017-02-28 00:00:00+05:30,587.7,592.8,582.6,583.7,749802
2017-03-01 00:00:00+05:30,585.7,592.9,584.2,586.3,808027
2017-03-02 00:00:00+05:30,588.3,591.95,586.4,589.25,1571599
2017-03-03 00:00:00+05:30,588.95,596.7,585.0,588.6,759454
2017-03-06 00:00:00+05:30,592.0,595.0,588.2,590.1,943409
2017-03-07 00:00:00+05:30,591.7,591.7,586.1,588.05,475240
2017-03-08 00:00:00+05:30,591.75,593.35,583.05,591.85,1055453
2017-03-09 00:00:00+05:30,588.8,593.45,585.25,589.2,690612
2017-03-10 00:00:00+05:30,589.2,591.5,587.05,589.1,558480
2017-03-14 00:00:00+05:30,597.0,601.5,590.35,600.2,1324778
2017-03-15 00:00:00+05:30,602.0,605.85,598.55,600.2,1479366
2017-03-16 00:00:00+05:30,605.1,605.9,598.05,601.4,852049
2017-03-17 00:00:00+05:30,604.5,604.5,594.25,597.3,2189719
2017-03-20 00:00:00+05:30,597.5,601.5,593.45,596.3,1027093
2017-03-21 00:00:00+05:30,598.5,598.5,590.3,591.85,861663
2017-03-22 00:00:00+05:30,588.9,598.45,587.9,595.2,1018355
2017-03-23 00:00:00+05:30,595.8,598.2,582.2,596.25,1555876
2017-03-24 00:00:00+05:30,595.0,598.25,591.5,593.95,930175
2017-03-27 00:00:00+05:30,597.0,597.0,590.0,592.1,1038435
2017-03-28 00:00:00+05:30,592.0,596.0,591.45,594.15,772698
2017-03-29 00:00:00+05:30,595.0,596.55,591.9,593.15,1047812
2017-03-30 00:00:00+05:30,594.5,600.85,591.8,598.35,2096305
2017-03-31 00:00:00+05:30,598.0,598.9,591.0,592.95,2242680
2017-04-03 00:00:00+05:30,595.3,595.3,590.1,592.65,758083
2017-04-05 00:00:00+05:30,600.0,603.9,590.45,593.05,1926049
2017-04-06 00:00:00+05:30,591.5,593.65,587.05,590.3,1436914
2017-04-07 00:00:00+05:30,590.35,593.45,585.15,590.0,1958876
2017-04-10 00:00:00+05:30,591.0,594.2,588.25,589.65,1177737
2017-04-11 00:00:00+05:30,590.0,591.65,575.1,580.05,2103296
2017-04-12 00:00:00+05:30,575.0,582.0,570.65,579.4,1188457
2017-04-13 00:00:00+05:30,580.5,582.95,574.7,577.25,1038273
2017-04-17 00:00:00+05:30,580.0,580.0,573.05,576.5,487497
2017-04-18 00:00:00+05:30,576.5,578.25,573.25,575.8,1062574
2017-04-19 00:00:00+05:30,576.0,577.0,572.75,575.4,1078477
2017-04-20 00:00:00+05:30,576.0,577.2,573.3,574.05,1339006
2017-04-21 00:00:00+05:30,573.0,574.0,562.7,564.45,1256922
2017-04-24 00:00:00+05:30,565.0,565.1,553.65,557.05,1997176
2017-04-25 00:00:00+05:30,556.95,561.6,550.3,552.95,1543039
2017-04-26 00:00:00+05:30,549.8,561.0,545.4,556.75,1425158
2017-04-27 00:00:00+05:30,560.0,564.8,555.05,561.7,2343761
2017-04-28 00:00:00+05:30,561.95,561.95,555.0,557.45,865584
2017-05-02 00:00:00+05:30,558.0,559.0,553.8,555.35,1380964
2017-05-03 00:00:00+05:30,554.6,558.35,553.2,556.05,798476
2017-05-04 00:00:00+05:30,557.6,557.6,548.2,549.95,1271612
2017-05-05 00:00:00+05:30,549.0,554.4,544.15,549.95,560799
2017-05-08 00:00:00+05:30,549.95,554.8,546.5,551.55,302450
2017-05-09 00:00:00+05:30,552.0,554.0,545.05,552.95,652189
2017-05-10 00:00:00+05:30,552.85,562.55,551.25,561.05,718502
2017-05-11 00:00:00+05:30,562.45,565.0,558.3,561.95,566621
2017-05-12 00:00:00+05:30,560.1,569.85,557.15,567.95,725246
2017-05-15 00:00:00+05:30,567.0,572.45,561.0,569.0,606569
2017-05-16 00:00:00+05:30,566.65,570.0,564.0,565.6,330195
2017-05-17 00:00:00+05:30,565.1,566.0,560.05,562.35,895238
2017-05-18 00:00:00+05:30,559.3,564.95,556.8,560.1,2155599
2017-05-19 00:00:00+05:30,561.3,566.65,558.65,564.95,685662
2017-05-22 00:00:00+05:30,567.0,567.7,553.1,563.1,948063
2017-05-23 00:00:00+05:30,558.6,558.8,531.25,533.2,1225772
2017-05-24 00:00:00+05:30,531.0,536.35,514.0,519.65,1340656
2017-05-25 00:00:00+05:30,522.0,525.0,496.4,504.0,4378940
2017-05-26 00:00:00+05:30,483.0,504.75,480.2,488.9,7010307
2017-05-29 00:00:00+05:30,492.0,507.5,488.9,505.35,4118338
2017-05-30 00:00:00+05:30,504.8,517.6,501.4,510.5,1047968
2017-05-31 00:00:00+05:30,514.8,520.1,505.0,516.35,1366315
2017-06-01 00:00:00+05:30,519.7,529.9,513.05,515.55,1433241
2017-06-02 00:00:00+05:30,517.7,533.9,517.7,530.05,2152367
2017-06-05 00:00:00+05:30,531.3,536.7,528.0,534.8,802335
2017-06-06 00:00:00+05:30,537.7,539.55,522.35,534.65,765557
2017-06-07 00:00:00+05:30,536.4,543.45,530.7,540.2,719071
2017-06-08 00:00:00+05:30,538.75,554.7,537.1,550.15,1396596
2017-06-09 00:00:00+05:30,554.5,555.8,545.25,551.1,867969
2017-06-12 00:00:00+05:30,549.0,555.2,544.55,553.35,910344
2017-06-13 00:00:00+05:30,553.35,555.0,546.55,551.55,946713
2017-06-14 00:00:00+05:30,551.5,554.5,536.35,539.9,1176535
2017-06-15 00:00:00+05:30,539.7,550.9,537.05,549.45,826366
2017-06-16 00:00:00+05:30,548.0,551.95,535.05,536.75,1127326
2017-06-19 00:00:00+05:30,537.1,542.5,524.0,539.75,1723168
2017-06-20 00:00:00+05:30,539.75,549.5,536.0,547.85,774728
2017-06-21 00:00:00+05:30,544.5,546.0,535.2,541.0,784293
2017-06-22 00:00:00+05:30,540.0,545.55,539.05,540.15,750732
2017-06-23 00:00:00+05:30,540.9,544.0,538.3,541.15,603986
2017-06-27 00:00:00+05:30,542.5,551.6,533.1,534.65,1038604
2017-06-28 00:00:00+05:30,535.4,538.65,531.0,536.85,601643
2017-06-29 00:00:00+05:30,538.45,546.95,534.25,543.75,1252382
2017-06-30 00:00:00+05:30,545.0,558.9,542.5,555.6,830751
2017-07-03 00:00:00+05:30,559.0,559.9,548.85,551.85,490390
2017-07-04 00:00:00+05:30,557.7,558.0,543.3,545.05,559358
2017-07-05 00:00:00+05:30,546.1,547.8,541.45,545.9,833105
2017-07-06 00:00:00+05:30,546.35,547.9,540.1,542.85,556426
2017-07-07 00:00:00+05:30,542.6,552.0,541.5,547.15,893680
2017-07-10 00:00:00+05:30,550.0,551.95,546.0,549.2,123377
2017-07-11 00:00:00+05:30,550.5,552.65,536.05,538.45,1526837
2017-07-12 00:00:00+05:30,539.45,543.5,537.0,539.95,1039208
2017-07-13 00:00:00+05:30,540.2,544.45,538.85,543.65,694180
2017-07-14 00:00:00+05:30,544.25,551.15,540.85,548.05,960041
2017-07-17 00:00:00+05:30,549.0,559.0,546.7,556.5,692893
2017-07-18 00:00:00+05:30,558.0,567.0,555.1,559.75,1319574
2017-07-19 00:00:00+05:30,560.2,569.45,560.2,568.25,761444
2017-07-20 00:00:00+05:30,569.0,577.0,562.65,571.9,1090882
2017-07-21 00:00:00+05:30,570.0,570.0,560.15,566.2,672906
2017-07-24 00:00:00+05:30,564.0,575.5,562.1,569.75,873677
2017-07-25 00:00:00+05:30,571.0,571.4,562.4,564.4,510032
2017-07-26 00:00:00+05:30,564.7,577.45,563.5,575.45,864728
2017-07-27 00:00:00+05:30,573.7,579.4,565.0,568.7,1853099
2017-07-28 00:00:00+05:30,566.75,570.9,556.5,566.1,907951
2017-07-31 00:00:00+05:30,567.55,568.95,556.8,560.1,753415
2017-08-01 00:00:00+05:30,560.1,565.9,558.5,562.45,712732
2017-08-02 00:00:00+05:30,562.85,570.9,560.0,568.55,664681
2017-08-03 00:00:00+05:30,568.55,575.0,553.8,557.15,1065451
2017-08-04 00:00:00+05:30,551.9,571.7,543.05,568.7,1004233
2017-08-07 00:00:00+05:30,566.5,571.1,553.0,566.5,769606
2017-08-08 00:00:00+05:30,560.8,580.0,560.8,578.6,1367344
2017-08-09 00:00:00+05:30,581.0,581.0,557.25,561.85,1801630
2017-08-10 00:00:00+05:30,560.0,569.85,541.5,548.2,1217416
2017-08-11 00:00:00+05:30,545.0,563.7,525.45,541.4,4337214
2017-08-14 00:00:00+05:30,560.0,576.0,552.1,570.05,4029605
2017-08-16 00:00:00+05:30,569.5,593.7,561.05,590.45,1838012
2017-08-17 00:00:00+05:30,593.4,594.0,569.9,573.2,1422631
2017-08-18 00:00:00+05:30,573.4,575.8,560.2,565.3,1680225
2017-08-21 00:00:00+05:30,566.9,570.0,555.15,561.75,1222907
2017-08-22 00:00:00+05:30,562.05,567.65,558.0,559.25,848353
2017-08-23 00:00:00+05:30,561.7,565.0,556.65,559.15,848822
2017-08-24 00:00:00+05:30,559.0,575.75,557.3,574.05,1866440
2017-08-28 00:00:00+05:30,575.5,581.0,570.55,574.1,905222
2017-08-29 00:00:00+05:30,570.55,574.05,564.5,568.9,608351
2017-08-30 00:00:00+05:30,574.0,576.0,565.5,566.35,596376
2017-08-31 00:00:00+05:30,570.0,578.0,562.0,571.9,1908728
2017-09-01 00:00:00+05:30,573.0,577.35,565.1,568.4,891591
2017-09-04 00:00:00+05:30,574.5,577.0,557.55,561.7,1731377
2017-09-05 00:00:00+05:30,564.7,565.85,556.9,559.6,928770
2017-09-06 00:00:00+05:30,558.9,560.6,553.85,558.3,581901
2017-09-07 00:00:00+05:30,560.0,561.0,551.3,554.2,885205
2017-09-08 00:00:00+05:30,554.5,558.0,549.15,552.0,775272
2017-09-11 00:00:00+05:30,555.1,558.15,550.0,553.85,523800
2017-09-12 00:00:00+05:30,554.4,562.8,543.35,560.5,1330724
2017-09-13 00:00:00+05:30,556.0,562.1,552.55,554.4,1159840
2017-09-14 00:00:00+05:30,556.0,567.3,555.45,565.95,1600717
2017-09-15 00:00:00+05:30,564.85,565.75,556.55,561.4,926019
2017-09-18 00:00:00+05:30,563.2,572.15,560.65,570.7,649831
2017-09-19 00:00:00+05:30,571.7,574.5,564.5,573.4,675306
2017-09-20 00:00:00+05:30,572.5,573.8,565.2,569.7,759531
2017-09-21 00:00:00+05:30,570.05,594.0,570.05,591.9,3102522
2017-09-22 00:00:00+05:30,591.9,600.0,582.45,585.35,4003845
2017-09-25 00:00:00+05:30,581.9,594.4,564.35,577.2,2389495
2017-09-26 00:00:00+05:30,582.0,582.0,570.0,579.0,978323
2017-09-27 00:00:00+05:30,579.6,580.7,563.0,570.1,561243
2017-09-28 00:00:00+05:30,565.0,589.0,564.15,582.65,2993535
2017-09-29 00:00:00+05:30,580.0,592.0,577.75,586.1,1021610
2017-10-03 00:00:00+05:30,590.1,592.75,575.5,578.9,522462
2017-10-04 00:00:00+05:30,579.9,587.4,579.3,581.05,631463
2017-10-05 00:00:00+05:30,583.0,590.0,579.05,585.35,647977
2017-10-06 00:00:00+05:30,586.1,589.2,582.85,585.4,462656
2017-10-09 00:00:00+05:30,584.9,595.5,578.5,585.55,1116280
2017-10-10 00:00:00+05:30,590.0,593.45,585.55,590.15,741493
2017-10-11 00:00:00+05:30,591.0,594.0,579.55,586.15,1053561
2017-10-12 00:00:00+05:30,589.45,593.35,580.3,589.65,751507
2017-10-13 00:00:00+05:30,590.3,598.25,588.3,592.85,936015
2017-10-16 00:00:00+05:30,595.0,608.9,594.3,606.75,1716771
2017-10-17 00:00:00+05:30,606.0,635.9,602.0,632.1,2563968
2017-10-18 00:00:00+05:30,631.0,631.0,609.0,611.0,1185323
2017-10-19 00:00:00+05:30,613.95,613.95,602.05,607.8,151609
2017-10-23 00:00:00+05:30,613.0,619.45,589.5,592.9,1413195
2017-10-24 00:00:00+05:30,600.3,600.65,591.3,595.05,1138645
2017-10-25 00:00:00+05:30,599.0,604.0,589.5,592.65,991374
2017-10-26 00:00:00+05:30,595.4,616.8,592.55,611.5,2002276
2017-10-27 00:00:00+05:30,625.0,629.8,616.2,625.05,2198491
2017-10-30 00:00:00+05:30,623.25,630.0,614.55,626.05,1045267
2017-10-31 00:00:00+05:30,629.0,634.9,621.6,627.6,1522851
2017-11-01 00:00:00+05:30,628.25,633.35,621.15,626.75,1359809
2017-11-02 00:00:00+05:30,626.4,642.8,625.15,636.0,2058898
2017-11-03 00:00:00+05:30,640.0,648.15,629.55,640.1,1722647
2017-11-06 00:00:00+05:30,637.1,661.0,636.9,654.8,2195805
2017-11-07 00:00:00+05:30,663.4,663.4,602.0,607.55,7331364
2017-11-08 00:00:00+05:30,624.85,637.8,620.0,622.6,5570213
2017-11-09 00:00:00+05:30,624.0,628.0,611.6,614.55,1809019
2017-11-10 00:00:00+05:30,617.5,621.5,603.65,609.3,1400233
2017-11-13 00:00:00+05:30,610.3,611.3,595.7,602.1,1109147
2017-11-14 00:00:00+05:30,598.0,613.3,598.0,602.45,1498244
2017-11-15 00:00:00+05:30,602.65,607.95,590.2,593.65,1171698
2017-11-16 00:00:00+05:30,595.35,599.45,590.0,592.85,1228065
2017-11-17 00:00:00+05:30,607.0,614.9,600.65,608.55,1448847
2017-11-20 00:00:00+05:30,605.55,608.0,596.1,604.25,1609788
2017-11-21 00:00:00+05:30,607.0,624.0,607.0,616.1,2222545
2017-11-22 00:00:00+05:30,616.9,625.7,614.0,619.25,2014698
2017-11-23 00:00:00+05:30,619.25,625.2,615.0,617.6,792383
2017-11-24 00:00:00+05:30,619.5,623.9,613.25,615.7,1118354
2017-11-27 00:00:00+05:30,617.0,619.9,611.05,614.8,1388114
2017-11-28 00:00:00+05:30,616.0,621.7,609.8,611.8,1486189
2017-11-29 00:00:00+05:30,615.0,619.4,605.25,607.9,1465289
2017-11-30 00:00:00+05:30,605.0,607.85,597.05,600.9,1612910
2017-12-01 00:00:00+05:30,604.5,606.0,593.7,598.1,747562
2017-12-04 00:00:00+05:30,599.3,602.8,588.8,596.7,660077
2017-12-05 00:00:00+05:30,595.0,599.85,591.75,596.45,979009
2017-12-06 00:00:00+05:30,595.8,603.8,594.5,596.45,919271
2017-12-07 00:00:00+05:30,598.0,600.0,588.3,593.45,752359
2017-12-08 00:00:00+05:30,595.0,607.0,592.45,603.1,606123
2017-12-11 00:00:00+05:30,612.0,612.95,597.2,603.65,850998
2017-12-12 00:00:00+05:30,604.7,606.0,590.0,591.65,762200
2017-12-13 00:00:00+05:30,591.5,598.15,576.35,578.15,1197264
2017-12-14 00:00:00+05:30,580.0,593.7,575.1,590.45,1428906
2017-12-15 00:00:00+05:30,597.0,597.0,573.2,576.45,4312419
2017-12-18 00:00:00+05:30,578.4,594.9,571.65,591.65,2379562
2017-12-19 00:00:00+05:30,592.45,605.7,592.45,603.9,1474696
2017-12-20 00:00:00+05:30,605.7,611.0,597.75,600.65,1068145
2017-12-21 00:00:00+05:30,602.95,608.7,596.0,599.8,1274585
2017-12-22 00:00:00+05:30,603.0,604.0,598.85,601.2,668806
2017-12-26 00:00:00+05:30,604.05,614.9,596.1,611.75,1239536
2017-12-27 00:00:00+05:30,613.0,623.75,610.2,612.65,1765029
2017-12-28 00:00:00+05:30,614.0,616.15,603.2,606.05,1428319
2017-12-29 00:00:00+05:30,606.15,611.9,604.1,608.5,702774
2018-01-01 00:00:00+05:30,608.0,617.85,607.0,611.5,873546
2018-01-02 00:00:00+05:30,614.2,619.0,605.5,607.8,1038258
2018-01-03 00:00:00+05:30,611.0,613.9,604.55,606.8,771828
2018-01-04 00:00:00+05:30,609.45,618.4,603.45,616.75,990602
2018-01-05 00:00:00+05:30,617.0,619.85,611.1,615.15,1072254
2018-01-08 00:00:00+05:30,618.5,627.5,612.2,615.05,1061612
2018-01-09 00:00:00+05:30,617.0,618.65,610.65,615.6,846158
2018-01-10 00:00:00+05:30,616.0,624.15,612.85,619.75,1207313
2018-01-11 00:00:00+05:30,619.0,619.0,609.1,612.35,1092457
2018-01-12 00:00:00+05:30,614.0,618.4,603.1,612.1,891848
2018-01-15 00:00:00+05:30,612.5,615.5,608.2,610.25,470386
2018-01-16 00:00:00+05:30,610.15,613.5,599.0,601.4,1088762
2018-01-17 00:00:00+05:30,601.05,610.6,597.05,607.15,883340
2018-01-18 00:00:00+05:30,608.1,612.95,598.25,603.65,1028921
2018-01-19 00:00:00+05:30,603.65,605.1,600.15,602.75,818518
2018-01-22 00:00:00+05:30,604.4,605.0,593.1,601.15,933769
2018-01-23 00:00:00+05:30,602.5,625.0,600.3,622.35,2105060
2018-01-24 00:00:00+05:30,621.95,623.75,612.9,618.3,1089562
2018-01-25 00:00:00+05:30,618.15,631.0,613.7,621.4,2973765
